name,id,code,shortName,description,formName,domainType,valueType,aggregationoperator,fieldMask,categoryCombo.id,class,cycle,Inverse
[GC7/M-TNT/CM-1a⁽ᴹ⁾/RESULT/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test at public sector health facilities,NWBfxz1Iwmk,GC7/M-TNT/RESULT/CM-1a⁽ᴹ⁾/RESULT/COVERAGE,GC7/M-TNT/RESULT/CM-1a⁽ᴹ⁾/RESULT/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test at public sector health facilities,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/CM-1a⁽ᴹ⁾/TARGET/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test at public sector health facilities,nTSvbcmKM6n,GC7/M-TNT/TARGET/CM-1a⁽ᴹ⁾/TARGET/COVERAGE,GC7/M-TNT/TARGET/CM-1a⁽ᴹ⁾/TARGET/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test at public sector health facilities,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/CM-1b⁽ᴹ⁾/COMMENT/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test in the community,B1SQtjXlBSD,GC7/M-TNT/COMMENT/CM-1b⁽ᴹ⁾/COMMENT/COVERAGE,GC7/M-TNT/COMMENT/CM-1b⁽ᴹ⁾/COMMENT/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test in the community,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/CM-1b⁽ᴹ⁾/RESULT/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test in the community,vr5NdiRw4Ek,GC7/M-TNT/RESULT/CM-1b⁽ᴹ⁾/RESULT/COVERAGE,GC7/M-TNT/RESULT/CM-1b⁽ᴹ⁾/RESULT/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test in the community,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/CM-1b⁽ᴹ⁾/TARGET/COVERAGE] Proportion of suspected malaria cases that receive a parasitological test in the community,gCrJ531OSWr,GC7/M-TNT/TARGET/CM-1b⁽ᴹ⁾/TARGET/COVERAGE,GC7/M-TNT/TARGET/CM-1b⁽ᴹ⁾/TARGET/COVERAGE,Proportion of suspected malaria cases that receive a parasitological test in the community,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/CM-2a⁽ᴹ⁾/COMMENT/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment at public sector health facilities,bnFEwVwhMRx,GC7/M-TNT/COMMENT/CM-2a⁽ᴹ⁾/COMMENT/COVERAGE,GC7/M-TNT/COMMENT/CM-2a⁽ᴹ⁾/COMMENT/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment at public sector health facilities,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/CM-2a⁽ᴹ⁾/RESULT/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment at public sector health facilities,LW3E4uW1tyW,GC7/M-TNT/RESULT/CM-2a⁽ᴹ⁾/RESULT/COVERAGE,GC7/M-TNT/RESULT/CM-2a⁽ᴹ⁾/RESULT/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment at public sector health facilities,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/CM-2a⁽ᴹ⁾/TARGET/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment at public sector health facilities,H38Fkoei3wA,GC7/M-TNT/TARGET/CM-2a⁽ᴹ⁾/TARGET/COVERAGE,GC7/M-TNT/TARGET/CM-2a⁽ᴹ⁾/TARGET/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment at public sector health facilities,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/CM-2b⁽ᴹ⁾/COMMENT/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,PfzpIwwUaxW,GC7/M-TNT/COMMENT/CM-2b⁽ᴹ⁾/COMMENT/COVERAGE,GC7/M-TNT/COMMENT/CM-2b⁽ᴹ⁾/COMMENT/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/CM-2b⁽ᴹ⁾/RESULT/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,w0imlV0rfJR,GC7/M-TNT/RESULT/CM-2b⁽ᴹ⁾/RESULT/COVERAGE,GC7/M-TNT/RESULT/CM-2b⁽ᴹ⁾/RESULT/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/CM-2b⁽ᴹ⁾/TARGET/COVERAGE] Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,gzkkOVtQPib,GC7/M-TNT/TARGET/CM-2b⁽ᴹ⁾/TARGET/COVERAGE,GC7/M-TNT/TARGET/CM-2b⁽ᴹ⁾/TARGET/COVERAGE,Proportion of confirmed malaria cases that received first-line antimalarial treatment in the community,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/LAB-Other /COMMENT/COVERAGE] Proportion of Laboratories performing light microscopy for malaria participating in external quality assurance,DAk4XPjTmB1,GC7/M-TNT/COMMENT/LAB-Other /COMMENT/COVERAGE,GC7/M-TNT/COMMENT/LAB-Other /COMMENT/COVERAGE,Proportion of Laboratories performing light microscopy for malaria participating in external quality assurance,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/LAB-Other /RESULT/COVERAGE] Proportion of Laboratories performing light microscopy for malaria participating in external quality assurance,JnvSmCZfu0Y,GC7/M-TNT/RESULT/LAB-Other /RESULT/COVERAGE,GC7/M-TNT/RESULT/LAB-Other /RESULT/COVERAGE,Proportion of Laboratories performing light microscopy for malaria participating in external quality assurance,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/LAB-Other /TARGET/COVERAGE] Proportion of Laboratories performing light microscopy for malaria participating in external quality assurance,Q3vMuDbNxSp,GC7/M-TNT/TARGET/LAB-Other /TARGET/COVERAGE,GC7/M-TNT/TARGET/LAB-Other /TARGET/COVERAGE,Proportion of Laboratories performing light microscopy for malaria participating in external quality assurance,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/M&E-2a/COMMENT/COVERAGE] Completeness of facility reporting: Percentage of expected facility monthly reports (for the reporting period) that are actually received,eSmaPb39e6L,GC7/M-TNT/COMMENT/M&E-2a/COMMENT/COVERAGE,GC7/M-TNT/COMMENT/M&E-2a/COMMENT/COVERAGE,Completeness of facility reporting: Percentage of expected facility monthly reports (for the reporting period) that are actually received,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/M&E-2a/RESULT/COVERAGE] Completeness of facility reporting: Percentage of expected facility monthly reports (for the reporting period) that are actually received,IiNsh48PGPA,GC7/M-TNT/RESULT/M&E-2a/RESULT/COVERAGE,GC7/M-TNT/RESULT/M&E-2a/RESULT/COVERAGE,Completeness of facility reporting: Percentage of expected facility monthly reports (for the reporting period) that are actually received,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/M&E-2a/TARGET/COVERAGE] Completeness of facility reporting: Percentage of expected facility monthly reports (for the reporting period) that are actually received,qhkatjC968g,GC7/M-TNT/TARGET/M&E-2a/TARGET/COVERAGE,GC7/M-TNT/TARGET/M&E-2a/TARGET/COVERAGE,Completeness of facility reporting: Percentage of expected facility monthly reports (for the reporting period) that are actually received,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/M&E-2b/COMMENT/COVERAGE] Timeliness of facility reporting: Percentage of submitted facility monthly reports (for the reporting period) that are received on time per the national guidelines,haxUpXAyXKe,GC7/M-TNT/COMMENT/M&E-2b/COMMENT/COVERAGE,GC7/M-TNT/COMMENT/M&E-2b/COMMENT/COVERAGE,Timeliness of facility reporting: Percentage of submitted facility monthly reports (for the reporting period) that are received on time per the national guidelines,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/M&E-2b/RESULT/COVERAGE] Timeliness of facility reporting: Percentage of submitted facility monthly reports (for the reporting period) that are received on time per the national guidelines,BvzujwiigNa,GC7/M-TNT/RESULT/M&E-2b/RESULT/COVERAGE,GC7/M-TNT/RESULT/M&E-2b/RESULT/COVERAGE,Timeliness of facility reporting: Percentage of submitted facility monthly reports (for the reporting period) that are received on time per the national guidelines,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/M&E-2b/TARGET/COVERAGE] Timeliness of facility reporting: Percentage of submitted facility monthly reports (for the reporting period) that are received on time per the national guidelines,Y6m5UN9k6gn,GC7/M-TNT/TARGET/M&E-2b/TARGET/COVERAGE,GC7/M-TNT/TARGET/M&E-2b/TARGET/COVERAGE,Timeliness of facility reporting: Percentage of submitted facility monthly reports (for the reporting period) that are received on time per the national guidelines,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/MRDTS-AMC/RESULT/COMMODITIES] mRDTs AMC,uPp0BTWlPb1,GC7/M-TNT/MRDTS-AMC/RESULT/COMMODITIES,GC7/M-TNT/MRDTS-AMC/RESULT/COMMODITIES,mRDTs AMC,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/MRDTS-BAL/RESULT/COMMODITIES] mRDTs Ending Balance,gFl5VRwVTk1,GC7/M-TNT/MRDTS-BAL/RESULT/COMMODITIES,GC7/M-TNT/MRDTS-BAL/RESULT/COMMODITIES,mRDTs Ending Balance,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/MRDTS-COMMENT/COMMENT/COMMODITIES] mRDTs Comments,Mzy7WclPvaJ,GC7/M-TNT/MRDTS-COMMENT/COMMENT/COMMODITIES,GC7/M-TNT/MRDTS-COMMENT/COMMENT/COMMODITIES,mRDTs Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/MRDTS-PROC/RESULT/COMMODITIES] mRDTs Under Procurement,UwagPh6FGGA,GC7/M-TNT/MRDTS-PROC/RESULT/COMMODITIES,GC7/M-TNT/MRDTS-PROC/RESULT/COMMODITIES,mRDTs Under Procurement,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/MRDTS-SOR-D/RESULT/COMMODITIES] mRDTs SOR - Denominator,Meq7YwYYkTm,GC7/M-TNT/MRDTS-SOR-D/RESULT/COMMODITIES,GC7/M-TNT/MRDTS-SOR-D/RESULT/COMMODITIES,mRDTs SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/MRDTS-SOR-N/RESULT/COMMODITIES] mRDTs SOR - Numerator,pUReOwbNaxa,GC7/M-TNT/MRDTS-SOR-N/RESULT/COMMODITIES,GC7/M-TNT/MRDTS-SOR-N/RESULT/COMMODITIES,mRDTs SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria I-2.1/COMMENT/IMPACT] Confirmed malaria cases (microscopy or RDT): rate per 1000 persons per year,icIzhMrpJfG,GC7/M-TNT/COMMENT/Malaria I-2.1/COMMENT/IMPACT,GC7/M-TNT/COMMENT/Malaria I-2.1/COMMENT/IMPACT,Confirmed malaria cases (microscopy or RDT): rate per 1000 persons per year,LONG_TEXT,AGGREGATE,LONG_TEXT,,Inverse,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria I-2.1/RESULT/IMPACT] Confirmed malaria cases (microscopy or RDT): rate per 1000 persons per year,l2BhI5xZldM,GC7/M-TNT/RESULT/Malaria I-2.1/RESULT/IMPACT,GC7/M-TNT/RESULT/Malaria I-2.1/RESULT/IMPACT,Confirmed malaria cases (microscopy or RDT): rate per 1000 persons per year,NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria I-2.1/TARGET/IMPACT] Confirmed malaria cases (microscopy or RDT): rate per 1000 persons per year,QV62v5PrtfN,GC7/M-TNT/TARGET/Malaria I-2.1/TARGET/IMPACT,GC7/M-TNT/TARGET/Malaria I-2.1/TARGET/IMPACT,Confirmed malaria cases (microscopy or RDT): rate per 1000 persons per year,NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/M-TNT/Malaria I-3.1⁽ᴹ⁾/COMMENT/IMPACT] Inpatient malaria deaths per year: rate per 100,000 persons per year",EfrZID4TEeG,GC7/M-TNT/COMMENT/Malaria I-3.1⁽ᴹ⁾/COMMENT/IMPACT,GC7/M-TNT/COMMENT/Malaria I-3.1⁽ᴹ⁾/COMMENT/IMPACT,"Inpatient malaria deaths per year: rate per 100,000 persons per year",LONG_TEXT,AGGREGATE,LONG_TEXT,,Inverse,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/M-TNT/Malaria I-3.1⁽ᴹ⁾/RESULT/IMPACT] Inpatient malaria deaths per year: rate per 100,000 persons per year",OV0iTzbKbnj,GC7/M-TNT/RESULT/Malaria I-3.1⁽ᴹ⁾/RESULT/IMPACT,GC7/M-TNT/RESULT/Malaria I-3.1⁽ᴹ⁾/RESULT/IMPACT,"Inpatient malaria deaths per year: rate per 100,000 persons per year",NUMBER,AGGREGATE,NUMBER,,Malaria I-3.1⁽ᴹ⁾,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/M-TNT/Malaria I-3.1⁽ᴹ⁾/TARGET/IMPACT] Inpatient malaria deaths per year: rate per 100,000 persons per year",ArGUGH3fE9R,GC7/M-TNT/TARGET/Malaria I-3.1⁽ᴹ⁾/TARGET/IMPACT,GC7/M-TNT/TARGET/Malaria I-3.1⁽ᴹ⁾/TARGET/IMPACT,"Inpatient malaria deaths per year: rate per 100,000 persons per year",NUMBER,AGGREGATE,NUMBER,,Malaria I-3.1⁽ᴹ⁾,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria I-4/COMMENT/IMPACT] Malaria test positivity rate,IXYse0SjXXd,GC7/M-TNT/COMMENT/Malaria I-4/COMMENT/IMPACT,GC7/M-TNT/COMMENT/Malaria I-4/COMMENT/IMPACT,Malaria test positivity rate,LONG_TEXT,AGGREGATE,LONG_TEXT,,Inverse,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria I-4/RESULT/IMPACT] Malaria test positivity rate,e4HaSv7aD4T,GC7/M-TNT/RESULT/Malaria I-4/RESULT/IMPACT,GC7/M-TNT/RESULT/Malaria I-4/RESULT/IMPACT,Malaria test positivity rate,NUMBER,AGGREGATE,PERCENTAGE,,Inverse,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria I-4/TARGET/IMPACT] Malaria test positivity rate,sLXsZaXOZgL,GC7/M-TNT/TARGET/Malaria I-4/TARGET/IMPACT,GC7/M-TNT/TARGET/Malaria I-4/TARGET/IMPACT,Malaria test positivity rate,NUMBER,AGGREGATE,PERCENTAGE,,Inverse,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria I-5/COMMENT/IMPACT] Malaria parasite prevalence: Proportion of children aged 6-59 months with malaria infection,e2eB0De9IVq,GC7/M-TNT/COMMENT/Malaria I-5/COMMENT/IMPACT,GC7/M-TNT/COMMENT/Malaria I-5/COMMENT/IMPACT,Malaria parasite prevalence: Proportion of children aged 6-59 months with malaria infection,LONG_TEXT,AGGREGATE,LONG_TEXT,,Malaria I-4,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria I-5/RESULT/IMPACT] Malaria parasite prevalence: Proportion of children aged 6-59 months with malaria infection,GO8OXf4XQfd,GC7/M-TNT/RESULT/Malaria I-5/RESULT/IMPACT,GC7/M-TNT/RESULT/Malaria I-5/RESULT/IMPACT,Malaria parasite prevalence: Proportion of children aged 6-59 months with malaria infection,NUMBER,AGGREGATE,PERCENTAGE,,Malaria I-4,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria I-5/TARGET/IMPACT] Malaria parasite prevalence: Proportion of children aged 6-59 months with malaria infection,yJ5wpFHbxBr,GC7/M-TNT/TARGET/Malaria I-5/TARGET/IMPACT,GC7/M-TNT/TARGET/Malaria I-5/TARGET/IMPACT,Malaria parasite prevalence: Proportion of children aged 6-59 months with malaria infection,NUMBER,AGGREGATE,PERCENTAGE,,Malaria I-4,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-1a/COMMENT/OUTCOME] Proportion of population that slept under an insecticide-treated net the previous night,j8dEiVXNzsk,GC7/M-TNT/COMMENT/Malaria O-1a/COMMENT/OUTCOME,GC7/M-TNT/COMMENT/Malaria O-1a/COMMENT/OUTCOME,Proportion of population that slept under an insecticide-treated net the previous night,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-1a/RESULT/OUTCOME] Proportion of population that slept under an insecticide-treated net the previous night,FnFgYep4LVU,GC7/M-TNT/RESULT/Malaria O-1a/RESULT/OUTCOME,GC7/M-TNT/RESULT/Malaria O-1a/RESULT/OUTCOME,Proportion of population that slept under an insecticide-treated net the previous night,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-1a/TARGET/OUTCOME] Proportion of population that slept under an insecticide-treated net the previous night,L0XK90tw3Sh,GC7/M-TNT/TARGET/Malaria O-1a/TARGET/OUTCOME,GC7/M-TNT/TARGET/Malaria O-1a/TARGET/OUTCOME,Proportion of population that slept under an insecticide-treated net the previous night,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-1b/COMMENT/OUTCOME] Proportion of children under five years old who slept under an insecticide-treated net the previous night,WpF9Jmg49mz,GC7/M-TNT/COMMENT/Malaria O-1b/COMMENT/OUTCOME,GC7/M-TNT/COMMENT/Malaria O-1b/COMMENT/OUTCOME,Proportion of children under five years old who slept under an insecticide-treated net the previous night,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-1b/RESULT/OUTCOME] Proportion of children under five years old who slept under an insecticide-treated net the previous night,O7cmDgyHx0o,GC7/M-TNT/RESULT/Malaria O-1b/RESULT/OUTCOME,GC7/M-TNT/RESULT/Malaria O-1b/RESULT/OUTCOME,Proportion of children under five years old who slept under an insecticide-treated net the previous night,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-1b/TARGET/OUTCOME] Proportion of children under five years old who slept under an insecticide-treated net the previous night,q7iFB52Y6ii,GC7/M-TNT/TARGET/Malaria O-1b/TARGET/OUTCOME,GC7/M-TNT/TARGET/Malaria O-1b/TARGET/OUTCOME,Proportion of children under five years old who slept under an insecticide-treated net the previous night,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-1c/COMMENT/OUTCOME] Proportion of pregnant women who slept under an insecticide-treated net the previous night,tiPLy9fWUls,GC7/M-TNT/COMMENT/Malaria O-1c/COMMENT/OUTCOME,GC7/M-TNT/COMMENT/Malaria O-1c/COMMENT/OUTCOME,Proportion of pregnant women who slept under an insecticide-treated net the previous night,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-1c/RESULT/OUTCOME] Proportion of pregnant women who slept under an insecticide-treated net the previous night,c5VlKSZQNyH,GC7/M-TNT/RESULT/Malaria O-1c/RESULT/OUTCOME,GC7/M-TNT/RESULT/Malaria O-1c/RESULT/OUTCOME,Proportion of pregnant women who slept under an insecticide-treated net the previous night,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-1c/TARGET/OUTCOME] Proportion of pregnant women who slept under an insecticide-treated net the previous night,HsWEIfImlWD,GC7/M-TNT/TARGET/Malaria O-1c/TARGET/OUTCOME,GC7/M-TNT/TARGET/Malaria O-1c/TARGET/OUTCOME,Proportion of pregnant women who slept under an insecticide-treated net the previous night,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-3/COMMENT/OUTCOME] Proportion of population using an insecticide-treated net among those with access to an insecticide-treated net,ribKndFYhLL,GC7/M-TNT/COMMENT/Malaria O-3/COMMENT/OUTCOME,GC7/M-TNT/COMMENT/Malaria O-3/COMMENT/OUTCOME,Proportion of population using an insecticide-treated net among those with access to an insecticide-treated net,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-3/RESULT/OUTCOME] Proportion of population using an insecticide-treated net among those with access to an insecticide-treated net,RSxPtzmLakM,GC7/M-TNT/RESULT/Malaria O-3/RESULT/OUTCOME,GC7/M-TNT/RESULT/Malaria O-3/RESULT/OUTCOME,Proportion of population using an insecticide-treated net among those with access to an insecticide-treated net,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-3/TARGET/OUTCOME] Proportion of population using an insecticide-treated net among those with access to an insecticide-treated net,LTnsT8iPnHI,GC7/M-TNT/TARGET/Malaria O-3/TARGET/OUTCOME,GC7/M-TNT/TARGET/Malaria O-3/TARGET/OUTCOME,Proportion of population using an insecticide-treated net among those with access to an insecticide-treated net,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-4/COMMENT/OUTCOME] Proportion of households with at least one insecticide-treated net for every two people and/or sprayed by IRS within the last 12 months,C6RRKlak59Z,GC7/M-TNT/COMMENT/Malaria O-4/COMMENT/OUTCOME,GC7/M-TNT/COMMENT/Malaria O-4/COMMENT/OUTCOME,Proportion of households with at least one insecticide-treated net for every two people and/or sprayed by IRS within the last 12 months,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-4/RESULT/OUTCOME] Proportion of households with at least one insecticide-treated net for every two people and/or sprayed by IRS within the last 12 months,SQdD901nXtn,GC7/M-TNT/RESULT/Malaria O-4/RESULT/OUTCOME,GC7/M-TNT/RESULT/Malaria O-4/RESULT/OUTCOME,Proportion of households with at least one insecticide-treated net for every two people and/or sprayed by IRS within the last 12 months,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/Malaria O-4/TARGET/OUTCOME] Proportion of households with at least one insecticide-treated net for every two people and/or sprayed by IRS within the last 12 months,urH9dYh1Lky,GC7/M-TNT/TARGET/Malaria O-4/TARGET/OUTCOME,GC7/M-TNT/TARGET/Malaria O-4/TARGET/OUTCOME,Proportion of households with at least one insecticide-treated net for every two people and/or sprayed by IRS within the last 12 months,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/M-TNT/PSEAH-CA/COMM_PSEAH] % of community level actors/agents (TB Champions, peer educators, mentor mothers etc) sensitized on PSEAH/SEAH including SEAH reporting channels and have Signed Compliance Document ",jMwtTzdXvQ3,GC7/M-TNT/PSEAH-CA/COMM_PSEAH/COVERAGE,GC7/M-TNT/PSEAH-CA/COMM_PSEAH/COVERAGE,"% of community level actors/agents (TB Champions, peer educators, mentor mothers etc) sensitized on PSEAH/SEAH including SEAH reporting channels and have Signed Compliance Document ",LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/M-TNT/PSEAH-CA/RES_PSEAH] % of community level actors/agents (TB Champions, peer educators, mentor mothers etc) sensitized on PSEAH/SEAH including SEAH reporting channels and have Signed Compliance Document ",Br8JEkZIEon,GC7/M-TNT/PSEAH-CA/RES_PSEAH/COVERAGE,GC7/M-TNT/PSEAH-CA/RES_PSEAH/COVERAGE,"% of community level actors/agents (TB Champions, peer educators, mentor mothers etc) sensitized on PSEAH/SEAH including SEAH reporting channels and have Signed Compliance Document ",PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
"[GC7/M-TNT/PSEAH-CA/TAR_PSEAH] % of community level actors/agents (TB Champions, peer educators, mentor mothers etc) sensitized on PSEAH/SEAH including SEAH reporting channels and have Signed Compliance Document ",YL4rNSJqmWk,GC7/M-TNT/PSEAH-CA/TAR_PSEAH/COVERAGE,GC7/M-TNT/PSEAH-CA/TAR_PSEAH/COVERAGE,"% of community level actors/agents (TB Champions, peer educators, mentor mothers etc) sensitized on PSEAH/SEAH including SEAH reporting channels and have Signed Compliance Document ",PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/PSEAH-PB/COMM_PSEAH] % of programme beneficiaries at community level assessed as being at high/medium risk of SEAH sensitized on PSEAH/SEAH including SEAH reporting channels,lPOAe1msXel,GC7/M-TNT/PSEAH-PB/COMM_PSEAH/COVERAGE,GC7/M-TNT/PSEAH-PB/COMM_PSEAH/COVERAGE,% of programme beneficiaries at community level assessed as being at high/medium risk of SEAH sensitized on PSEAH/SEAH including SEAH reporting channels,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Programmes PR,GC7,No
[GC7/M-TNT/PSEAH-PB/RES_PSEAH] % of programme beneficiaries at community level assessed as being at high/medium risk of SEAH sensitized on PSEAH/SEAH including SEAH reporting channels,SlxzVT111B2,GC7/M-TNT/PSEAH-PB/RES_PSEAH/COVERAGE,GC7/M-TNT/PSEAH-PB/RES_PSEAH/COVERAGE,% of programme beneficiaries at community level assessed as being at high/medium risk of SEAH sensitized on PSEAH/SEAH including SEAH reporting channels,PERCENTAGE,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Programmes PR,GC7,No
